AircraftDesignation,Overview_Manufacturer,Overview_AlternateDesignation,Overview_Monikers,Overview_Description,Overview_Family,Overview_SubFamily,Overview_PayloadType,Overview_NumSold,Overview_NumCrew,Overview_NumAttendants,Overview_References,Overview_Aisle,Overview_RangeCapability,Overview_ModelType,Overview_PassengerType,Settings_TkoPoints,Settings_ClbPoints,Settings_CrsPoints,Settings_DesPoints,Settings_Plotting,Settings_DataTypeValidation,TLAR_EIS,TLAR_MaxPax,TLAR_Pax,TLAR_Class,TLAR_ADG,TLAR_ADGPercent,TLAR_ADGLimitor,Propulsion_EngineDesignation,Propulsion_AlternateEngines,Propulsion_NumEngines,Performance_Range,Performance_TOFL,Performance_RCMax,Weight_Cargo,Weight_MRW,Weight_MTOW,Weight_MLW,Weight_MZFW,Weight_OEW,Weight_Fuel,Weight_Airframe,Weight_OEW_MTOW,Weight_MZFW_MTOW,Weight_EngFrac,Weight_FuelFrac,Weight_Batt,Weight_EM,Weight_EG,Weight_Payload,Weight_Burden,Weight_Structure_Burden,Aero_Span,Aero_Length,Aero_Height,Aero_TipChord,Aero_Sweep,Aero_RootChord,Aero_S,Aero_WingtipDevice,Aero_MAC,Aero_TaperRatio,Aero_AR,OEW_MaxIter,OEW_Tol,Analysis_MaxIter,Analysis_Type,Thrust_SLS,Thrust_Max,Thrust_Crs,Fuel_Type,Fuel_Density,Fuel_CapUsable,Fuel_CapUnusable,Engine_Manufacturer,Engine_EIS,Engine_AlternateDesignation,Engine_Description,Engine_NumSold,Engine_Thrust_Max,Engine_Thrust_SLS,Engine_Thrust_Crs,Engine_FPR,Engine_BPR,Engine_OPR_SLS,Engine_OPR_Crs,Engine_Mach_Crs,Engine_Alt_Crs,Engine_DryWeight,Engine_DiamFan,Engine_Width,Engine_Height,Engine_Length,Engine_TSFC_SLS,Engine_TSFC_Crs,Engine_FanStages,Engine_GearStages,Engine_GearRatio,Engine_LPCStages,Engine_IPCStages,Engine_HPCStages,Engine_RCStages,Engine_HPTStages,Engine_IPTStages,Engine_LPTStages,Engine_HP100,Engine_IP100,Engine_LP100,Engine_HPContPer,Engine_IPContPer,Engine_LPContPer,Engine_Airflow_SLS,Engine_Airflow_Crs,Engine_TurbExitTemp,Engine_TurbEntryTemp,Engine_References,Engine_PresPerStage,Engine_DataTypeValidation,T_W_SLS,Arch_Type,Eta_Prop,Vels_MaxOp,Vels_Crs,Vels_Tko,Alts_Crs,Alts_Tko,L_D_CrsBRE,L_D_Crs,L_D_Clb,L_D_Des,L_D_CrsMAC,L_D_CrsMAC2,W_S_SLS,SpecEnergy_Fuel,SpecEnergy_Batt,Eta_EM,Eta_EG,Phi_SLS,Phi_Tko,Phi_Clb,Phi_Crs,Phi_Des,Phi_Lnd,P_W_AC,P_W_EM,P_W_EG
Learjet35,Learjet ,N/A,N/A,business,,,Passenger,,2,0,TCDS FAA Learjet 24_25_28_29_31_35_55_60,,,Variant,Commercial,,,,,0,Training,1974,8,,Turbofan,,,,TFE_731_2_2B,TFE_731_2_2B,2,,,,0,7824.47,7711.07,6486.37,6123.5,,,,,0.794118067,0.087406806,,760,,,,,,,,,,,,,,2.10185,,,,,,1,,31138,,,,,,Honeywell International Inc,,,,,15569,,,1.54,2.66,13,,,,337,0.716,0.847,1,1.547,0.5,,1,1,,4,0,0,1,1,0,3,,,,,,,,,,,ROUX,1.533406237,Validation,0.41163004,C,,0.73,,,13716,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
Learjet35A,Learjet ,N/A,N/A,business,,,Passenger,,2,0,TCDS FAA Learjet 24_25_28_29_31_35_55_60,,,Variant,Commercial,,,,,0,Training,1976,8,,Turbofan,,,,TFE_731_2_2B,TFE_731_2_2B,2,,,,0,7824.47,7711.07,6486.37,6123.5,,,,,0.794118067,0.087406806,,760,,,,,,,,,,,,,,2.10185,,,,,,1,,31138,,,,,,Honeywell International Inc,,,,,15569,,,1.54,2.66,13,,,,337,0.716,0.847,1,1.547,0.5,,1,1,,4,0,0,1,1,0,3,,,,,,,,,,,ROUX,1.533406237,Validation,0.41163004,C,,0.73,,,13716,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
Learjet40,Learjet ,N/A,N/A,business,,,Passenger,,,,TCDS FAA Learjet 24_25_28_29_31_35_55_60,,,Variant,Commercial,,,,,0,Training,,,,Turbofan,,,,TFE_731_20AR,TFE_731_20BR_1B,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Honeywell International Inc,1999,TFE_731_20AR_1B,,,15570,16240,,,3.1,,,,,405.97,0.716,0.847,1,1.547,0.441,0.728,1,1,,4,0,0,1,1,0,3,,,,,,,,,,,"EASA TCDS E011
ROUX
TSFC data from: https://www.jet-engine.net/civtfspec.htm",,Training,,C,,,,,,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
Learjet45,Learjet ,N/A,N/A,"twin, aft mounted, turbofan aeroplane with a low swept_wing (with Canteds) and T_tail",,,Passenger,,2,0,EASA TCDS No. EASA TC NO IM.A.020,,,Variant,Commercial,,,,,0,Training,1997,9,,Turbofan,I,0.976217259,Wingspan,TFE_731_20R,"TFE_731_20AR_1B
TFE_731_20BR_1B",,,,,0,9412,9299,8709,7257,,2750,,,0.780406495,,0.295730724,855,,,,,,14.58,17.77,4.39,,,,28.95,,,,7.342880829,,,,1,,,,,,3424.6,,Honeywell International Inc,1998,TFE_731_20R_1B,,,15570,16240,,,,,,,,405.97,0.716,0.847,1,1.547,,,1,1,,4,0,0,1,1,0,3,,,,,,,,,,,EASA TCDS E011,,Training,,C,,0.785,,,15544.8,0,,,,,,,321.208981,12,,,,0,0,0,0,0,0,,,
Learjet70,Learjet ,N/A,N/A,,,,Passenger,,,,,,,Variant,Commercial,,,,,0,Training,,,,Turbofan,,,,TFE_731_40BR,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,Honeywell International Inc,2013,TFE_731_40BR_1B,,,15570,17310,,,,,,,,405.37,0.716,0.847,1,1.547,,,1,1,,4,0,0,1,1,0,3,,,,,,,,,,,EASA TCDS E011,,Training,,C,,,,,,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_11,McDonnell Douglas,N/A,N/A,these were converted into 8-21 or 8-51s,DC8,DC8-10,Passenger,556,,,,,,Baseline,Commercial,,,,,0,Training,1959,,,Turbofan,,,,JT4A_3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No Wingtip Device,,,,,,,1,,,,,,,,Pratt & Whitney,1957,,,,70282,55602.77,,,,,,,,2277.03,1.08,1.49,1.4,3.66,0.77,,0,0,,8,0,7,0,1,0,2,9050,,6950,,,,,,500, ,Roux  / JT4A TCDS,,Training,,C,,,,,,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_12,McDonnell Douglas,N/A,N/A,these were converted into 8-21 or 8-51s,DC8,DC8-10,Passenger,556,,,,,,Variant,Commercial,,,,,0,Training,,,,Turbofan,,,,JT4A_3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No Wingtip Device,,,,,,,1,,,,,,,,Pratt & Whitney,1957,,,,70282,55602.77,,,,,,,,2277.03,1.08,1.49,1.4,3.66,0.77,,0,0,,8,0,7,0,1,0,2,9050,,6950,,,,,,500, ,Roux  / JT4A TCDS,,Training,,C,,,,,,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_21,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-20,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Baseline,Commercial,,,,,0,Training,1960,,,Turbofan,,,,JT4A_3,JT4A_5 / JT4A_9 / JT4A_10  / JT4A_11  /  JT4A_12,4,,,,0,126098,125191,90491,75976,,,,,0.606880686,0.072753792,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,222411.08,281127.6,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1957,,,,70282,55602.77,,,,,,,,2277.03,1.08,1.49,1.4,3.66,0.77,,0,0,,8,0,7,0,1,0,2,9050,,6950,,,,,,500, ,Roux  / JT4A TCDS,,Training,0.22890821,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_31,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-30,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Baseline,Commercial,,,,,0,Training,1960,,,Turbofan,,,,JT4A_9,JT4A_3 / JT4A_5 / JT4A_10  / JT4A_11  /  JT4A_12,4,,,,0,136984,136077,93893,78562,,,,,0.577334891,0.067333642,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,222411.08,281127.6,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1958,,turbojet ,,74730,60050.99,,,,,,,,2290.64,1.08,1.092,1.092,3.66,0.81,,0,0,,8,0,7,0,1,0,2,9135,,7060,,,,,,516,,Roux  / JT4A TCDS,,Training,0.210595822,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_32,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-30,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1960,,,Turbofan,,,,JT4A_9,JT4A_3 / JT4A_5 / JT4A_10 / JT4A_11 / JTA_12,4,,,,0,141520,140613,91625,80059,,,,,0.56935703,0.065161543,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,240203.96,298920.48,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1958,,turbojet ,,74730,60050.99,,,,,,,,2290.64,1.08,1.092,1.092,3.66,0.81,,0,0,,8,0,7,0,1,0,2,9135,,7060,,,,,,516,,Roux  / JT4A TCDS,,Training,0.216701137,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_33,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-30,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1960,,,Turbofan,,,,JT4A_11,JT4A_3 / JT4A_5 / JT4A_9  / JT4A_12 ,4,,,,0,144242,142881,93893,81193,,,,,0.568256101,0.064761585,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,265114,311375.52,83580,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1956,,turbojet,,77843.88,66278.5,20895,,,12.5,,0.8,11000,2313.3,1.08,,,3.66,0.84,0.92,0,0,,8,0,7,0,1,0,2,9355,,7160,,,,116.1,,560,,Roux  / JT4A  TCDS ,1.183388472,Training,0.222147268,C,,0.88,,,12801.6,0,,16.43616275,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_41,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-40,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Baseline,Commercial,,,,,0,Training,1960,,,Turbofan,,,,RCo12_Mk509,,4,,,,0,136984,136077,93893,78562,,,,,0.577334891,0.060583346,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,260220.96,311375.52,,Commercial Aircraft Turbine Fuel conforming to:,0.81,,,Rolls Royce,1957,,"one of the first turbofans ever, dual spool",,77800,,,,0.3,14.1,,0.83,10973,2061,0.955,1.1,1.1,3.36,0.725,0.874,0,0,,7,0,9,0,1,0,2,9980,,,,,,127,,,1315,"Janes via wikipedia
Roux",1.179848364,Validation,0.233254877,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_42,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-40,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1960,,,Turbofan,,,,RCo12_Mk509,,4,,,,0,141520,140613,91625,79197,,,,,0.563226729,0.058629003,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,260220.96,311375.52,,Commercial Aircraft Turbine Fuel conforming to:,0.81,,,Rolls Royce,1957,,"one of the first turbofans ever, dual spool",,77800,,,,0.3,14.1,,0.83,10973,2061,0.955,1.1,1.1,3.36,0.725,0.874,0,0,,7,0,9,0,1,0,2,9980,,,,,,127,,,1315,"Janes via wikipedia
Roux",1.179848364,Validation,0.225730365,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_43,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-40,Passenger,556,3,0,FAA TCDS DC8 ,Single,Long Range,Variant,Commercial,,,,,0,Training,1961,177,,Turbofan,IV,0.832681003,Wingspan,RCo12_Mk509,,4,7778400,,,0,144245,142884,93895,80832,61920,,53676,0.433358529,0.565717645,0.057697153,,16815,,,,,,43.4,45.93,13.24,2.167,34,10.413,277.2,No Wingtip Device,6.7564,0.208105253,6.794949495,,,,1,260220.96,311375.52,,Commercial Aircraft Turbine Fuel conforming to:,0.81,88552,,Rolls Royce,1957,,"one of the first turbofans ever, dual spool",,77800,,,,0.3,14.1,,0.83,10973,2061,0.955,1.1,1.1,3.36,0.725,0.874,0,0,,7,0,9,0,1,0,2,9980,,,,,,127,,,1315,"Janes via wikipedia
Roux",1.179848364,Validation,0.222142604,C,,0.88,,,12801.6,0,,,,,16.3636624,16.3636624,515.4545455,12,,,,0,0,0,0,0,0,,,
DC_8_51,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-50,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Baseline,Commercial,,,,,0,Training,1961,,,Turbofan,,,,JT3D_1,JT3D_3 / JT3D_3B,4,,,,0,126098,125191,90491,76840,,,,,0.613782141,0.060072689,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,257996.84,302479.08,,`,0.81,,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.246293657,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_52,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-50,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1961,,,Turbofan,,,,JT3D_1,JT3D_3 / JT3D_3B ,4,,,,0,136984,136077,93893,78698,,,,,0.578334325,0.055266944,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,257996.84,302479.08,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.226590454,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_53,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-50,Passenger,556,3,0,FAA TCDS DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1961,,,Turbofan,,,,JT3D_1,JT3D_1 / JT3D_3B ,4,,,,0,144242,142881,93893,81193,,,,,0.568256101,0.05263513,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,291803.32,320271.96,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.228494331,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_54F,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-50,Cargo,556,3,0,FAA TCDS DC8,,Long Range,Variant,N/A,,,,,0,Training,1963,,,Turbofan,,,,JT3D_1,JT3D_3 / JT3D_3B,4,,,,0,144242,142881,101604,86182,,,,,0.60317327,0.05263513,,,,,,,,,,,,,,,No Wingtip Device,6.7564,,,,,,1,257996.84,302479.08,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.215800206,C,,0.88,,,12801.6,0,,,,,,,,12,,,,0,0,0,0,0,0,,,
DC_8_55F,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-50,Cargo,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,,Long Range,Variant,N/A,,,,,0,Training,1964,,,Turbofan,IV,0.832681003,Wingspan,JT3D_1,JT3D_3 / JT3D_3B,4,5556000,,,0,148781,147420,108864,101606,59526,,52005.44,0.403785104,0.689228056,0.051014516,,,,,,,,43.4,45.93,13.33,2.167,34,10.413,277.88,No Wingtip Device,6.7564,0.208105253,6.778321578,,,,1,291803.32,320271.96,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,88552,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.221459086,C,,0.88,,,12801.6,0,,,,,16.3465533,16.3465533,530.5167698,12,,,,0,0,0,0,0,0,,,
DC_8_55,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-50,Passenger,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1965,189,,Turbofan,IV,0.832681003,Wingspan,JT3D_1,JT3D_3 / JT3D_3D ,4,8704400,,,0,148781,147420,98431,86184,62717,,55196.44,0.425430742,0.584615385,0.051014516,,17955,,,,,,43.4,45.93,13.28,2.167,34,10.413,277.88,No Wingtip Device,6.7564,0.208105253,6.778321578,,,,1,291803.32,320271.96,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,88552,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.221459086,C,,0.88,,,12801.6,0,,,,,16.3465533,16.3465533,530.5167698,12,,,,0,0,0,0,0,0,,,
DC_8_61,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-60,Passenger,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,Single,Medium Range,Baseline,Commercial,,,,,0,Training,1966,259,,Turbofan,IV,0.832681003,Wingspan,JT3D_1,JT3D_3 / JT3D_3D ,4,5926400,,,0,148781,147420,108864,101606,68993,,61472.44,0.468002985,0.689228056,0.051014516,,24605,,,,,,43.4,57.12,13.17,2.157,34,10.414,277.88,No Wingtip Device,7.00786,0.207125024,6.778321578,,,,1,291803.32,320271.96,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,88552,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.221459086,C,,0.88,,,12801.6,0,,,,,16.45893885,16.45893885,530.5167698,12,,,,0,0,0,0,0,0,,,
DC_8_61F,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-60,Cargo,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,,Medium Range,Variant,N/A,,,,,0,Training,1967,,,Turbofan,IV,0.832681003,Wingspan,JT3D_1,JT3D_3 / JT3D_3B,4,4259600,,,0,150142,148781,117029,106142,66002,,58481.44,0.443618473,0.713410987,0.050547852,,,,,,,,43.4,57.12,13.16,2.157,34,10.414,277.88,No Wingtip Device,7.00786,0.207125024,6.778321578,,,,1,291803.32,320271.96,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,88552,,Pratt & Whitney,1960,,"turbofan, dual axial",,78733.522,64499.213,,,1.4,12.5,,,,1880.14,1.349,1.3462,1.4224,,0.52,,2,0,,6,0,7,0,1,0,3,10200,,6800,,,,,,460,,Roux / JT3D TCDS,1.183388472,Training,0.219433251,C,,0.88,,,12801.6,0,,,,,16.45893885,16.45893885,535.4145674,12,,,,0,0,0,0,0,0,,,
DC_8_62,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-60,Passenger,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,Single,Long Range,Variant,Commercial,,,,,0,Training,1967,189,,Turbofan,IV,0.867791745,Wingspan,JT3D_7,JT3D_3B,4,9630400,,,0,160121,158760,108864,88452,64980,,57105.64,0.409297052,0.557142857,0.049599143,,17955,,,,,,45.23,48.01,13.18,2.167,34,10.413,277.87,No Wingtip Device,6.92785,0.208105253,7.362266168,,,,1,306037.64,338064.84,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,91891,,Pratt & Whitney,1966,,"dual axial, 15 stage compressor",,85783.95,77354.57,,1.82,1.43,13.5,,,,1968.59,1.349,1.35,1.42,3.47,0.52,,2,0,,7,0,1,0,1,0,3,10300,,6850,,,,214.1,,510,,Roux / JT3D TCDS,1.297278967,Training,0.217065052,C,,0.88,,,12801.6,0,,,,,17.00741512,17.00741512,571.346313,12,,,,0,0,0,0,0,0,,,
DC_8_62F,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-60,Cargo,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,,Long Range,Variant,N/A,,,,,0,Training,1967,,,Turbofan,IV,0.867791745,Wingspan,JT3D_7,JT3D_3B,4,5926400,,,0,160121,158760,113400,104328,62851,,54976.64,0.395886873,0.657142857,0.049599143,,,,,,,,45.23,48.01,13.2,2.167,34,10.413,277.87,No Wingtip Device,6.92785,0.208105253,7.362266168,,,,1,306037.64,338064.84,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.81,91891,,Pratt & Whitney,1966,,"dual axial, 15 stage compressor",,85783.95,77354.57,,1.82,1.43,13.5,,,,1968.59,1.349,1.35,1.42,3.47,0.52,,2,0,,7,0,1,0,1,0,3,10300,,6850,,,,214.1,,510,,Roux / JT3D TCDS,1.297278967,Training,0.217065052,C,,0.88,,,12801.6,0,,,,,17.00741512,17.00741512,571.346313,12,,,,0,0,0,0,0,0,,,
DC_8_63,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-60,Passenger,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,Single,Long Range,Variant,Commercial,,,,,0,Validation,1967,259,,Turbofan,IV,0.867791745,Wingspan,JT3D_7,JT3D_3B,4,7408000,,,0,162389,161028,117029,104328,72004,,64129.64,0.447152048,0.647887324,0.048900564,,24605,,,,,,45.23,57.12,13.11,2.157,34,10.414,277.88,No Wingtip Device,6.92785,0.207125024,7.362001224,,,,1,306037.64,338064.84,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.85,91891,,Pratt & Whitney,1966,,"dual axial, 15 stage compressor",,85783.95,77354.57,,1.82,1.43,13.5,,,,1968.59,1.349,1.35,1.42,3.47,0.52,,2,0,,7,0,1,0,1,0,3,10300,,6850,,,,214.1,,510,,Roux / JT3D TCDS,1.297278967,Training,0.214007798,C,,0.88,,,12801.6,0,,,,,17.00715891,17.00715891,579.4875486,12,,,,0,0,0,0,0,0,,,
DC_8_63F,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-60,Cargo,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,,Medium Range,Variant,N/A,,,,,0,Training,1968,,,Turbofan,IV,0.867791745,Wingspan,JT3D_3B,JT3D_7,4,4259600,,,0,162389,161028,124740,118390,64107,,56232.636,0.398110888,0.735213752,0.048900589,,,,,,,,45.23,57.12,13.14,2.157,34,10.414,277.88,No Wingtip Device,6.92785,0.207125024,7.362001224,,,,1,291803.32,320271.96,,Commercial Aircraft Turbine Fuel conforming to PWA Specification 522,0.85,91891,,Pratt & Whitney,1963,,"turbofan, dual axial",,80067.989,72950.834,,1.74,1.37,13.6,,,,1968.591,1.349,1.3462,1.4224,3.465,0.53,,3,0,,6,0,7,0,1,0,3,10300,,6850,,,,207.7,,490,1144,Roux / JT3D TCDS,1.177188963,Training,0.202744234,C,,0.88,,,12801.6,0,,,,,17.00715891,17.00715891,579.4875486,12,,,,0,0,0,0,0,0,,,
DC_8_71,McDonnell Douglas,N/A,N/A,an early long_range single_body jetliner designed and produced by the American Douglas Aircraft Company,DC8,DC8-70,Passenger,556,3,0,FAA TCDS DC8 /  Airport Planning DC8,Single,Long Range,Baseline,Commercial,,,,,0,Training,1982,259,,Turbofan,IV,0.867791745,Wingspan,CFM56_2C1,CFM56_2_C5,4,6482000,,,0,148781,147420,108864,101606,74254,,65844.3976,0.503690137,0.689228056,0.057045193,,24605,,,,,,45.23,57.12,13.17,2.157,34,10.414,277.88,No Wingtip Device,7.00786,0.207125024,7.362001224,,,,1,378988.48,391443.52,88608.56,"Jet A, Jet A1, Jet B, JP_4, JP_5, JP_8 or U.S. DOD approved NATO equivalents",0.85,88552,,CFM International,,,"turborfan, dual spool, high bypass",,97860.875,94747.12,22152.14,1.45,6,24.7,31.2,0.8,10668,2102.4006,1.735,1.8288,,2.43078,0.35,0.67,1,0,,3,0,9,0,1,0,4,15183,,5280,0.952380952,,0.980392157,357.431,,835,,"DC-8 TCDS NO. 4A25, Roux, 
https://web.archive.org/web/20100530091327/http://www.cfm56.com/products/cfm56-2/cfm56-2-technology",1.279765903,Training,0.270672226,C,,0.88,,,12801.6,0,,15.99591349,,,17.04381538,17.04381538,530.5167698,12,,,,0,0,0,0,0,0,,,
